customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
5232-nxpay,0,0.0,0,0,47.0,1,0,74.45,3510.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
8967-szqas,0,0.0,0,0,14.0,1,0,50.45,765.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4468-kazhe,0,1.0,1,0,20.0,1,1,60.0,1259.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0455-entcr,1,0.0,1,0,66.0,1,0,85.25,5538.35,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
8944-ailef,1,0.0,1,0,15.0,1,1,19.45,340.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5542-nkvru,0,0.0,0,0,42.0,1,1,20.75,844.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
7126-rbhsd,0,0.0,1,0,17.0,1,0,78.9,1348.95,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5370-iivvl,1,0.0,0,0,37.0,1,1,104.5,3778.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
6789-hjbwg,0,0.0,0,0,12.0,1,1,49.4,611.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3927-nlnry,1,0.0,1,0,53.0,1,1,94.25,4867.95,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
9087-eycpr,0,0.0,0,0,60.0,1,0,25.0,1505.05,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
6791-ybnak,1,0.0,1,1,18.0,0,0,25.55,467.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6358-lyngm,1,0.0,0,0,1.0,1,1,74.9,74.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6077-bdpxa,0,0.0,0,0,3.0,1,1,70.15,194.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0013-mhzwf,0,0.0,0,1,9.0,1,1,69.4,571.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
5494-hecpr,0,0.0,0,0,1.0,1,1,80.25,80.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8268-ydixr,1,0.0,1,0,56.0,1,1,93.15,5253.95,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
9824-bemcv,1,0.0,1,1,17.0,1,1,69.0,1149.65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1373-orviz,0,0.0,1,1,11.0,1,1,66.35,740.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4291-shsbh,1,0.0,0,0,7.0,1,1,69.55,521.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6980-imxxe,0,0.0,1,1,69.0,1,0,20.2,1412.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
9866-qevee,1,0.0,0,0,19.0,1,1,86.0,1532.45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9897-kxhcm,0,0.0,1,1,3.0,1,1,80.3,250.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0040-halcw,1,0.0,1,1,54.0,1,0,20.4,1090.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0784-gtuuk,1,0.0,1,0,62.0,1,1,23.75,1446.8,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
7979-corpm,1,0.0,0,0,24.0,1,1,90.55,2282.55,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2294-dmmus,0,0.0,1,1,62.0,1,1,70.45,4300.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0872-jcpib,1,0.0,0,0,17.0,1,0,65.75,1111.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3055-mjdsb,1,0.0,0,0,9.0,0,1,24.6,190.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9091-wtuuy,1,0.0,1,1,64.0,1,0,69.25,4447.75,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1618-cfhme,0,0.0,0,0,2.0,1,1,75.9,143.35,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3165-hdoew,1,0.0,1,1,1.0,1,1,45.85,45.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6581-nqcba,0,0.0,1,0,16.0,0,1,49.95,810.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
7115-irdhs,0,0.0,1,0,72.0,1,0,24.65,1830.05,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
8496-dmzuk,1,0.0,0,0,30.0,1,0,90.4,2820.65,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2040-vzike,0,0.0,1,0,49.0,1,1,100.85,4847.35,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
9068-vpwqq,1,0.0,1,0,61.0,1,0,75.35,4729.3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
0178-szbho,1,0.0,1,1,47.0,1,0,87.2,4017.45,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0384-rvbpi,1,0.0,0,0,20.0,1,0,64.4,1398.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1689-mrzqr,1,0.0,1,1,34.0,1,0,78.3,2564.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1299-aurja,0,0.0,1,1,70.0,1,0,24.7,1685.9,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
4525-vzczg,1,0.0,0,1,54.0,1,1,105.85,5826.65,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1543-lllft,1,1.0,1,0,61.0,1,1,98.3,6066.55,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
5835-beqeu,1,0.0,0,0,3.0,1,1,76.95,228.4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2788-cjqaq,1,0.0,0,0,13.0,1,0,19.45,270.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
5565-filxa,0,1.0,0,0,16.0,1,1,96.15,1529.2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0319-qztco,0,0.0,1,1,3.0,1,1,58.7,168.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2120-smpex,1,0.0,0,0,25.0,1,1,20.15,536.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0096-fcpuf,1,0.0,0,0,30.0,1,1,64.5,1888.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0668-ogmhd,0,0.0,1,0,21.0,0,0,28.5,629.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5552-znfsj,1,0.0,0,0,1.0,1,0,45.3,45.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2223-kagmx,0,0.0,0,0,15.0,1,0,19.4,289.3,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6507-zjsur,1,1.0,1,0,23.0,1,1,90.45,2117.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9408-hrxrk,0,0.0,1,1,45.0,1,1,105.15,4730.9,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
5593-suaoo,0,0.0,1,1,24.0,1,0,83.15,2033.05,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7321-pkuyw,0,0.0,0,0,11.0,1,0,90.15,987.95,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2833-slkdq,1,0.0,0,0,1.0,1,0,45.05,45.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6766-hfkla,0,0.0,1,0,56.0,1,0,103.2,5744.35,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
7595-euivn,0,0.0,0,0,1.0,1,0,75.8,75.8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7617-eyglw,1,0.0,0,0,1.0,1,0,19.45,19.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
2026-tgdhm,0,0.0,0,0,7.0,1,1,79.3,523.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9220-znkji,0,1.0,1,0,55.0,1,0,88.8,4805.3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
4030-vpzbd,0,0.0,0,0,2.0,0,1,30.9,59.05,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2226-icfdo,0,0.0,1,1,72.0,1,1,85.9,6110.75,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0723-vsobe,0,1.0,0,0,45.0,0,0,34.2,1596.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5529-gibvh,0,0.0,0,0,47.0,1,0,20.15,1046.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
4187-cinzd,0,1.0,0,0,46.0,1,0,95.25,4424.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
9992-ujoel,1,0.0,0,0,2.0,1,1,50.3,92.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4741-wwjqz,0,0.0,1,0,2.0,1,1,80.15,194.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6625-utxew,0,0.0,1,0,12.0,1,1,51.25,612.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6818-wobhj,0,1.0,1,0,68.0,1,1,89.6,6127.6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6244-besbm,1,0.0,1,1,69.0,1,1,95.2,6671.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
1004-noznr,1,1.0,0,1,56.0,1,0,94.8,5264.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1251-stysz,0,1.0,0,0,4.0,1,1,80.25,303.7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2612-phgox,1,0.0,1,0,64.0,1,1,76.1,4818.8,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2408-tzmjl,1,0.0,1,0,59.0,1,1,110.15,6448.05,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
8480-pponv,1,0.0,1,1,62.0,1,0,115.55,7159.05,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
8780-ihcrn,1,0.0,1,1,63.0,1,0,24.65,1574.5,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
4598-zadck,0,0.0,0,0,53.0,0,1,53.6,2879.2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1257-sxuxq,1,0.0,1,1,5.0,1,0,19.45,86.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
9681-kygyb,1,1.0,1,0,49.0,1,1,88.2,4159.45,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7182-ovlbj,0,0.0,1,1,62.0,1,1,101.15,6638.35,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
5095-etbrj,0,0.0,1,0,55.0,1,0,56.8,3112.05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
7005-cyuil,0,1.0,1,0,71.0,1,1,99.4,7168.25,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
4821-wqoyn,0,0.0,1,1,72.0,1,1,20.1,1326.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
4730-awnau,1,0.0,1,1,36.0,0,0,60.7,2234.55,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3452-flhyd,1,0.0,1,0,25.0,1,1,20.95,495.15,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
2388-laesq,0,1.0,1,0,72.0,1,1,114.85,8317.95,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
9531-nsbmr,0,0.0,0,0,36.0,1,1,19.25,679.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
6260-onulr,1,0.0,0,0,1.0,1,1,62.8,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4389-uefcz,0,0.0,1,0,72.0,1,1,105.5,7544.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
8711-lobky,1,0.0,1,1,59.0,1,0,19.85,1188.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
9134-ceqmf,1,1.0,1,0,7.0,1,1,89.5,676.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
8985-oopos,0,0.0,0,0,1.0,1,0,74.1,74.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
8800-zkrfw,0,0.0,1,1,30.0,1,1,107.5,3242.5,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
2616-flvqc,1,0.0,0,0,64.0,1,0,19.55,1240.15,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
9968-ffvvh,1,0.0,0,0,63.0,1,0,68.8,4111.35,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
3108-pccgg,1,1.0,1,0,72.0,1,0,84.45,5899.85,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
7993-pykof,1,0.0,1,0,8.0,1,0,75.0,632.95,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8390-fesfv,0,0.0,0,0,62.0,1,0,84.5,5193.2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
3022-bexhz,1,0.0,1,1,67.0,1,1,111.2,7530.8,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
5027-xwqha,1,0.0,0,0,6.0,1,0,44.75,270.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6248-tkcqv,0,0.0,1,1,70.0,1,1,80.6,5460.2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
6729-gdngc,0,1.0,0,0,20.0,1,0,80.7,1614.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6198-zfioj,0,0.0,0,0,5.0,1,0,75.6,402.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5989-omnje,0,0.0,1,1,24.0,0,0,57.6,1367.75,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
4566-qvrrw,0,0.0,1,0,11.0,1,1,44.05,483.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1291-cuocy,1,0.0,1,0,72.0,1,1,110.6,7962.2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
9795-shuhb,0,0.0,1,1,66.0,1,1,58.2,3810.8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
3230-iualn,0,0.0,1,1,45.0,1,1,81.0,3533.6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0042-rlhyp,0,0.0,1,1,69.0,1,0,19.7,1396.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
8519-imdhu,1,1.0,1,0,15.0,1,1,85.6,1345.55,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4945-rvmte,0,0.0,0,0,28.0,1,1,59.55,1646.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0201-oamxr,0,0.0,0,0,70.0,1,0,115.55,8127.6,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1866-nxpsp,0,0.0,0,0,36.0,1,1,75.55,2680.15,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
3372-kwfbm,1,1.0,0,0,16.0,1,1,86.6,1281.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7831-qgoxh,0,0.0,0,0,18.0,1,1,85.2,1553.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6393-wryze,0,0.0,1,0,34.0,1,1,97.65,3207.55,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3941-xtskm,1,0.0,1,1,42.0,0,1,45.1,2049.05,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1661-czbau,1,0.0,0,0,48.0,1,1,70.95,3629.2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6599-rclcj,1,0.0,1,0,47.0,1,1,109.55,5124.55,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
9831-bpfri,0,0.0,1,1,39.0,1,1,89.55,3474.45,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
5158-rivop,0,0.0,1,1,11.0,1,0,20.9,202.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
9788-ytfge,1,0.0,0,0,7.0,1,1,19.95,147.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
9277-joomo,0,0.0,0,0,3.0,1,0,24.6,86.35,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1907-ylnyw,1,0.0,0,0,8.0,1,1,66.7,579.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1725-mimxw,1,0.0,0,1,1.0,1,1,19.45,19.45,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
8947-yrtdv,1,0.0,1,1,32.0,1,0,94.8,3131.55,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
3161-onrwk,1,0.0,1,1,60.0,1,1,65.85,3928.3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0114-rsrrw,0,0.0,1,0,10.0,1,1,19.95,187.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4565-nlzbv,0,0.0,1,0,71.0,1,1,24.65,1710.15,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0031-pvlzi,0,0.0,1,1,4.0,1,0,20.35,76.35,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
7206-gzcdc,0,1.0,0,0,1.0,1,1,69.25,69.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6682-vcixc,0,0.0,1,1,43.0,0,1,51.25,2151.6,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4791-qrgmf,1,0.0,1,0,59.0,1,1,99.5,5961.1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
6475-vhuiz,0,0.0,1,0,23.0,1,0,54.25,1221.55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3910-mrqoy,0,0.0,1,0,72.0,1,0,19.4,1496.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0661-wcqnq,1,0.0,1,0,22.0,1,1,56.25,1292.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7537-rbwea,0,0.0,0,0,1.0,0,1,25.15,25.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4656-caurt,1,0.0,0,0,69.0,1,0,23.95,1713.1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0121-snyrk,1,0.0,0,0,50.0,0,1,35.4,1748.9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1768-zaifu,0,1.0,0,0,1.0,0,1,25.2,25.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4671-lxrdq,1,0.0,0,0,2.0,1,1,45.0,96.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3733-lsyce,0,0.0,1,0,15.0,1,0,75.35,1114.55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6265-frmtq,1,0.0,0,0,31.0,1,0,20.4,609.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1934-sjvjk,1,0.0,0,0,1.0,1,0,20.15,20.15,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
3838-ozurd,1,0.0,1,0,66.0,1,1,105.0,7133.25,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1371-dwpaz,0,0.0,1,1,0.0,0,0,56.05,0.0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
9269-cqool,1,0.0,0,1,3.0,1,1,54.7,169.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017-ccblh,0,0.0,0,0,8.0,1,0,20.0,141.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
7690-kpncu,1,0.0,1,1,64.0,1,1,73.05,4688.65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0536-bgfmz,0,0.0,1,0,28.0,1,0,20.5,563.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2293-ijwps,0,0.0,1,0,57.0,1,1,100.75,5985.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
2845-hsjcy,0,0.0,1,1,14.0,1,1,87.25,1258.6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5469-nujur,1,0.0,0,0,19.0,1,1,19.95,373.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1184-pjvdb,1,0.0,1,0,10.0,1,1,79.95,857.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2625-trczq,0,0.0,1,0,51.0,0,1,49.65,2553.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4102-hlenu,0,0.0,1,0,67.0,1,0,65.65,4322.85,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
7266-gssjx,1,0.0,1,1,11.0,1,1,20.45,250.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
7722-vjrqd,1,0.0,1,1,72.0,0,0,60.95,4549.05,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
7073-qetqy,1,0.0,1,1,66.0,1,1,20.35,1359.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
9415-dpews,0,0.0,0,0,18.0,1,1,88.35,1639.3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5624-ryamh,0,0.0,0,0,9.0,1,1,19.5,178.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0196-jtuqi,0,0.0,0,0,9.0,1,1,75.2,633.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7130-yxbro,1,0.0,1,0,48.0,1,1,111.45,5315.1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
9272-lsvyh,1,0.0,0,0,10.0,1,0,70.15,735.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7943-rqchr,0,0.0,0,0,9.0,1,1,94.75,889.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3793-mmfuh,0,1.0,0,0,13.0,1,1,95.05,1290.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3249-zpqrg,1,0.0,0,0,4.0,1,0,78.45,330.05,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2568-brgyx,1,0.0,0,0,4.0,1,1,70.2,237.95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3084-dowle,0,0.0,1,0,72.0,1,0,92.0,6474.4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1084-mnsmj,0,0.0,1,1,51.0,1,0,85.5,4421.95,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
7721-jxeaw,1,0.0,1,0,59.0,0,1,41.05,2452.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7249-wbiyx,1,0.0,1,0,10.0,1,1,85.6,813.85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
