gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
1,0,0,1,-1.277083417686637,0,1,-1.1103875380274235,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.4100368161198786,1,1,0.25216540546010363,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,-0.829230045385551,1,1,0.8304195814767619,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1.572892587865728,1,1,0.5961269411941506,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.29994878721154045,1,0,-1.490905372245282,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,-1.1142276459407876,1,1,-0.36430671897144834,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.2592348442750781,1,1,-0.4390809658701541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,-1.277083417686637,1,0,-1.4992136219006937,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,0,0,1.5321786449292656,0,1,-0.6883284555325067,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,1.6136065308021903,1,1,1.636319798051702,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,1,0,1.125039215564642,1,1,0.9849530250674207,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,1,1,1,-0.014951186656303928,1,1,1.1843510167973028,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,1,-1.4925670221763643,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.7478021595126263,1,1,-0.34935186959170705,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,-0.7885161024490887,1,1,0.5063978449157035,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.0735137030043251,1,1,1.5000645037029494,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0.5550440144541691,1,0,0.479811446018386,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
1,0,0,0,-0.7070882165761639,1,1,1.215922365487867,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,0.432902185644782,1,1,0.9816297252052557,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0.2700464138989326,1,1,-0.4972387134580364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,-0.46280455895738987,1,1,-0.1566004775861545,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1.002897386755255,0,1,-0.3659683689025306,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.8400416150094056,1,1,0.9533816763768559,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
1,0,1,1,-0.5849463877667769,1,1,0.7689385340267151,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,-1.277083417686637,1,1,-0.15327717772398974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.0436113296917173,1,1,-0.12336747896450748,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,0,1.572892587865728,1,0,1.305651461766314,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0.10719064215308315,1,1,1.1461330683824085,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-1.1956555318137123,1,0,0.6958259370590916,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0.2293324709624702,1,1,1.3322378606636316,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,0.10719064215308315,1,1,0.1458198098708336,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,-1.032799760067863,1,1,0.8536826805119149,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.5957579573906314,1,0,0.3219547025655627,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,-0.7478021595126263,1,0,-0.47563726435396564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,-0.5035185018938522,1,1,-0.15826212751723676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,1.3693228731834162,1,0,0.6808710876793503,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,1,0,-0.7070882165761639,1,1,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0.39218824270831965,1,1,-1.462657323416882,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,-0.6256603307032392,1,0,0.46984154643189197,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.18861852802600784,1,1,1.3206063111460553,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,-0.829230045385551,1,1,-0.5105319129066951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.8400416150094056,1,1,0.9799680752741734,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,1.125039215564642,1,0,-1.321417079274882,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-0.5849463877667769,0,0,-1.3031389300329763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.277083417686637,1,1,0.3369095519453039,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1956555318137123,1,1,0.17905280849248062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.9513718741949381,1,1,0.15412805952624534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,-1.277083417686637,1,1,0.5147060945711153,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.9621834438187926,1,1,0.9434117767903619,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,-0.6256603307032392,1,1,0.14083486007758636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.8699439883220134,1,1,0.052767413730221584,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.032799760067863,1,1,0.15911300931949213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.4914647019928033,1,0,-1.4809354726587878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.5442324448303145,1,1,0.7057958366455855,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,-1.1956555318137123,1,1,0.5163677445021975,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.8807555579458679,1,0,-1.4742888729344585,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1.2064671014375667,1,1,-1.362958327551941,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,-0.3406627301480028,1,1,0.8570059803740794,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1.2064671014375667,1,1,0.18902270807897462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,-0.6256603307032392,1,0,0.03282761455723357,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-0.9513718741949381,0,1,-1.334710278723541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.2878949873104915,1,0,0.1491431097329981,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,-1.2363694747501746,1,1,0.37014255056695095,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-1.277083417686637,1,1,-0.628509058013542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-0.6663742736397016,0,1,-0.4922537636647891,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,1.6136065308021903,1,0,-1.3330486287924588,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.09637907252922864,1,0,0.8520210305808326,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0.6771858432635561,1,1,1.1993058661770435,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,1,0,1.1657531585011045,1,0,0.3518644013250447,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,1,1,0.5957579573906314,1,0,0.7456754349915621,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.5035185018938522,1,0,-0.01203693358198971,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,1,0.06647669921662078,1,0,0.4499017472589035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1.5321786449292656,1,0,-1.3313869788613761,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,1,0.8807555579458679,1,1,1.3654708592852784,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1,1,1,0,1.1657531585011045,1,1,1.1145617196918438,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,-1.1956555318137123,1,1,0.40503719911968017,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.7885161024490887,1,0,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,0,-0.6663742736397016,1,1,1.0431107726553028,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-1.1956555318137123,1,1,-0.20146502572537778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.29994878721154045,1,1,-1.4825971225898702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.09637907252922864,1,1,-0.008713633719825196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,-0.46280455895738987,0,0,-1.2051015840991177,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,0,-0.6467872072554479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.7070882165761639,1,0,-1.5075218715561054,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,0,-0.38137667308446516,1,1,0.8536826805119149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.5143300715177067,1,1,1.3422077602501261,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-0.3406627301480028,1,0,0.6110817905738918,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.8699439883220134,1,0,0.8437127809254209,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,0,-0.6550954569108597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.9621834438187926,1,0,1.2774034129379142,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-1.277083417686637,1,0,0.36681925070478594,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,0,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.032799760067863,1,1,0.4831347458805505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0.9214695008823303,1,0,0.7988482327861971,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,-1.2363694747501746,0,1,-1.1253423874071649,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1.6136065308021903,1,1,0.702472536783421,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,0.5143300715177067,0,0,-1.0156734919557295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0.5957579573906314,1,0,-1.4825971225898702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,0,0.5550440144541691,1,0,1.0132010738958204,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,-1.2363694747501746,1,1,-0.48062221414721285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-1.2363694747501746,1,1,0.5113827947089508,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.829230045385551,1,1,-0.44905086545664813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,1.4507507590563409,1,1,0.8254346316835146,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1.4914647019928033,1,1,1.0115394239647382,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
1,1,0,1,0.9621834438187926,1,0,0.9982462245160791,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0,1,0,0,-1.1549415888772498,1,1,0.5147060945711153,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.2878949873104915,1,1,0.37678915029127996,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,1.0843252726281798,1,1,1.508372753358361,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,1.2064671014375667,1,0,1.6878309459152547,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,1.2471810443740292,1,0,-1.3330486287924588,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,0.8400416150094056,0,1,-0.3709533186957776,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,1,-1.1142276459407876,1,0,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,0.6771858432635561,1,1,0.778908433613209,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.2064671014375667,1,1,1.209275765763538,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,0.9214695008823303,1,0,-0.26460772310650726,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,1,0,1.572892587865728,1,1,1.1511180181756557,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,0,1,1,1.6136065308021903,1,1,-1.4842587725209524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0.1479045850895455,0,0,-0.13499902848208375,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,1,0,-0.29994878721154045,1,1,-1.4560107236925526,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1.6136065308021903,1,1,1.6645678468801017,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0.1479045850895455,1,1,-1.5125068213493524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-1.277083417686637,1,1,-0.06520973137662521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,1.6136065308021903,1,1,1.3538393097677024,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,1,1.0843252726281798,1,0,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,1,0,-1.032799760067863,1,1,0.8221113318213501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.277083417686637,1,0,0.3103231530479859,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,-0.09637907252922864,1,1,1.4203053070109963,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,1.2878949873104915,1,0,-1.5025369217628586,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,1.2471810443740292,1,0,0.13418826035325687,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,1,1,0,1.6136065308021903,1,0,0.6542846887820328,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,1,0,-0.9920858171314004,1,0,0.34023285180746843,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.2064671014375667,1,0,0.655946338713115,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,1.4100368161198786,1,1,1.5432674019110904,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.0735137030043251,1,0,-0.6650653564973537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.5321786449292656,1,1,0.5263376440886915,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,1,0,0,-0.5035185018938522,1,0,0.5296609439508565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-1.1142276459407876,1,0,0.3601726509804564,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.3406627301480028,0,0,-0.23802132420918953,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,-0.8699439883220134,1,1,-0.6883284555325067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.6136065308021903,1,1,1.523327602738102,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,1.3693228731834162,1,1,-0.2180815250362013,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,0.5143300715177067,1,1,0.5396308435373505,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,1,1.4914647019928033,1,0,-1.4975519719696113,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,1,0,-0.7070882165761639,1,1,0.6925026371969266,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.17780695840215335,1,1,-0.173216976896978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1.5321786449292656,1,0,1.6878309459152547,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,0.1479045850895455,1,1,0.35851100104937417,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
1,1,0,0,-0.6663742736397016,1,1,0.7257356358185736,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.5849463877667769,1,1,0.679209437748268,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0.06647669921662078,1,1,1.0929602705877735,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0.39218824270831965,0,1,-0.6534338069797772,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0.6364719003270938,1,1,0.20563920738979813,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.5957579573906314,1,1,1.4884329541853727,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0.2700464138989326,1,1,0.8237729817524324,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,0,1,1,-0.8699439883220134,1,0,-1.457672373623635,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,-1.032799760067863,1,1,-1.4892437223141994,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.1956555318137123,1,0,-1.334710278723541,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.9920858171314004,1,1,0.06439896324779833,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,-1.277083417686637,1,1,-1.505860221625023,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,-0.014951186656303928,1,0,0.9982462245160791,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1,0,1,1,1.125039215564642,1,1,0.03615091441939808,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,-0.9106579312584757,1,1,-1.4892437223141994,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,0,1.572892587865728,1,1,-1.3330486287924588,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,-1.1549415888772498,1,0,-1.4759505228655407,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,-1.277083417686637,1,1,0.1491431097329981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.432902185644782,0,1,-0.44905086545664813,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,1.0843252726281798,1,1,1.1544413180378201,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,-0.38137667308446516,1,0,-0.34935186959170705,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1.6136065308021903,1,0,-1.5075218715561054,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,-0.4220906160209275,1,1,-0.28288587234841306,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,-1.277083417686637,0,1,-1.3164321294816352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1.4914647019928033,1,0,-1.3563117278276113,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.7178997862000185,0,1,-0.9757938936097533,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,-1.277083417686637,0,1,-1.3147704795505526,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2363694747501746,1,1,-0.6567571068419419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-0.7070882165761639,1,0,0.3518644013250447,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.05566512959276629,1,0,-1.4742888729344585,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-1.277083417686637,1,0,-1.4825971225898702,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1.3693228731834162,1,1,1.3372228104568789,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,-1.3177973606230993,0,0,-0.2895324720727425,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,0,1,-1.1956555318137123,1,1,-0.3343970202119658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-0.9920858171314004,1,0,-1.4875820723831172,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,1.2878949873104915,1,1,0.2754285044952567,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
